Protein,Cluster
GCF_001395915_1_7054_2_68_genomic',cluster5
GCF_001395935_1_6570_6_13_genomic',cluster5
GCF_001395955_1_7054_1_29_genomic',cluster5
GCF_001395975_1_6540_8_5_genomic',cluster5
GCF_001395995_1_6540_1_9_genomic',cluster7
GCF_001396015_1_6540_4_24_genomic',cluster9
GCF_001396035_1_6570_6_22_genomic',cluster3
GCF_001396055_1_6540_1_24_genomic',cluster5
GCF_001396075_1_6540_8_18_genomic',cluster5
GCF_001396095_1_7054_1_38_genomic',cluster5
GCF_001396115_1_6540_6_13_genomic',cluster5
GCF_001396135_1_6540_1_10_genomic',cluster7
GCF_001396155_1_6540_2_1_genomic',cluster5
GCF_001396175_1_7054_2_77_genomic',cluster7
GCF_001396195_1_6540_1_11_genomic',cluster7
GCF_001396215_1_6570_6_23_genomic',cluster3
GCF_001396235_1_6174_2_9_genomic',cluster5
GCF_001396255_1_6174_2_6_genomic',cluster5
GCF_001396275_1_6174_2_7_genomic',cluster5
GCF_001396295_1_6174_2_5_genomic',cluster5
GCF_001396315_1_6174_2_2_genomic',cluster5
GCF_001396335_1_6174_2_11_genomic',cluster7
GCF_001396355_1_5237_3_5_genomic',cluster5
GCF_001396375_1_5237_2_7_genomic',cluster3
GCF_001396395_1_5237_2_6_genomic',cluster5
GCF_001396415_1_5237_2_5_genomic',cluster5
GCF_001396435_1_5237_2_4_genomic',cluster5
GCF_001396455_1_5237_3_3_genomic',cluster5
GCF_001396475_1_5237_3_2_genomic',cluster5
GCF_001396495_1_5237_3_1_genomic',cluster5
GCF_001396515_1_5237_2_8_genomic',cluster3
GCF_001396535_1_6174_6_9_genomic',cluster7
GCF_001396555_1_6174_6_3_genomic',cluster7
GCF_001396575_1_6174_6_2_genomic',cluster7
GCF_001396595_1_6174_6_1_genomic',cluster7
GCF_001396615_1_6174_2_12_genomic',cluster7
GCF_001396635_1_6174_6_6_genomic',cluster5
GCF_001396655_1_6174_6_5_genomic',cluster7
GCF_001396675_1_6174_6_4_genomic',cluster5
GCF_001396695_1_6280_4_5_genomic',cluster5
GCF_001396715_1_6280_4_6_genomic',cluster5
GCF_001396735_1_6280_4_7_genomic',cluster5
GCF_001396755_1_6280_4_10_genomic',cluster5
GCF_001396775_1_6280_4_11_genomic',cluster5
GCF_001396795_1_6280_4_12_genomic',cluster7
GCF_001396815_1_5237_2_3_genomic',cluster5
GCF_001396835_1_6174_8_6_genomic',cluster7
GCF_001396855_1_6174_8_7_genomic',cluster7
GCF_001396875_1_6174_8_2_genomic',cluster1
GCF_001396895_1_6174_8_3_genomic',cluster5
GCF_001396935_1_6174_8_5_genomic',cluster1
GCF_001396955_1_6174_6_10_genomic',cluster7
GCF_001396975_1_6174_6_11_genomic',cluster5
GCF_001396995_1_6174_6_12_genomic',cluster5
GCF_001397015_1_6280_4_3_genomic',cluster5
GCF_001397035_1_6174_8_8_genomic',cluster7
GCF_001397055_1_6174_8_11_genomic',cluster5
GCF_001397075_1_6174_8_10_genomic',cluster5
GCF_001397095_1_6280_3_1_genomic',cluster5
GCF_001397115_1_6174_8_12_genomic',cluster5
GCF_001397135_1_6280_3_3_genomic',cluster5
GCF_001397155_1_6280_3_2_genomic',cluster5
GCF_001397175_1_6280_3_5_genomic',cluster5
GCF_001397195_1_6280_3_4_genomic',cluster5
GCF_001397215_1_6280_3_8_genomic',cluster5
GCF_001397235_1_6280_3_9_genomic',cluster5
GCF_001397255_1_6280_3_6_genomic',cluster5
GCF_001397275_1_6280_3_12_genomic',cluster5
GCF_001397295_1_6280_4_1_genomic',cluster5
GCF_001397315_1_6280_3_10_genomic',cluster5
GCF_001397335_1_6280_3_11_genomic',cluster5
GCF_001397355_1_5237_3_6_genomic',cluster5
GCF_001397375_1_5237_3_7_genomic',cluster5
GCF_001397395_1_6221_2_7_genomic',cluster7
GCF_001397435_1_6221_2_5_genomic',cluster7
GCF_001397455_1_6221_2_2_genomic',cluster5
GCF_001397475_1_6221_2_3_genomic',cluster7
GCF_001397495_1_6280_4_2_genomic',cluster5
GCF_001397515_1_6221_3_5_genomic',cluster5
GCF_001397535_1_6221_3_4_genomic',cluster5
GCF_001397555_1_6221_3_3_genomic',cluster5
GCF_001397575_1_6221_3_2_genomic',cluster5
GCF_001397595_1_6221_2_12_genomic',cluster5
GCF_001397615_1_6221_2_11_genomic',cluster5
GCF_001397635_1_6221_2_10_genomic',cluster5
GCF_001397655_1_6221_2_9_genomic',cluster5
GCF_001397675_1_6221_2_8_genomic',cluster5
GCF_001397695_1_6221_3_6_genomic',cluster5
GCF_001397715_1_6221_3_7_genomic',cluster5
GCF_001397735_1_6221_3_8_genomic',cluster5
GCF_001397755_1_6221_3_9_genomic',cluster5
GCF_001397775_1_6221_3_10_genomic',cluster5
GCF_001397795_1_6221_3_11_genomic',cluster5
GCF_001397815_1_6221_3_12_genomic',cluster7
GCF_001397835_1_6174_1_1_genomic',cluster7
GCF_001397855_1_6174_1_2_genomic',cluster5
GCF_001397875_1_6174_1_3_genomic',cluster5
GCF_001397895_1_6174_1_9_genomic',cluster5
GCF_001397915_1_6174_1_8_genomic',cluster5
GCF_001397935_1_6174_1_11_genomic',cluster5
GCF_001397955_1_6174_1_10_genomic',cluster5
GCF_001397975_1_6174_1_5_genomic',cluster7
GCF_001397995_1_6174_1_4_genomic',cluster7
GCF_001398015_1_6174_1_7_genomic',cluster9
GCF_001398035_1_6174_1_6_genomic',cluster9
GCF_001398055_1_6174_2_1_genomic',cluster5
GCF_001398075_1_6174_1_12_genomic',cluster5
GCF_001421035_1_xdr4v01_genomic',cluster4
GCF_001439455_1_ASM143945v1_genomic',cluster5
GCF_001443085_1_xdr2v01_genomic',cluster5
GCF_001443105_1_xdr1v01_genomic',cluster5
GCF_001445055_1_ASM144505v1_genomic',cluster7
GCF_001445075_1_ASM144507v1_genomic',cluster7
GCF_001445095_1_ASM144509v1_genomic',cluster7
GCF_001445115_1_ASM144511v1_genomic',cluster7
GCF_001445135_1_ASM144513v1_genomic',cluster7
GCF_001445155_1_ASM144515v1_genomic',cluster5
GCF_001445175_1_ASM144517v1_genomic',cluster7
GCF_001445185_1_ASM144518v1_genomic',cluster7
GCF_001445215_1_ASM144521v1_genomic',cluster7
GCF_001445235_1_ASM144523v1_genomic',cluster7
GCF_001445255_1_ASM144525v1_genomic',cluster7
GCF_001445275_1_ASM144527v1_genomic',cluster7
GCF_001445295_1_ASM144529v1_genomic',cluster7
GCF_001445315_1_ASM144531v1_genomic',cluster7
GCF_001445335_1_ASM144533v1_genomic',cluster7
GCF_001445345_1_ASM144534v1_genomic',cluster7
GCF_001445375_1_ASM144537v1_genomic',cluster7
GCF_001445395_1_ASM144539v1_genomic',cluster7
GCF_001445415_1_ASM144541v1_genomic',cluster7
GCF_001445435_1_ASM144543v1_genomic',cluster7
GCF_001445445_1_ASM144544v1_genomic',cluster7
GCF_001445455_1_ASM144545v1_genomic',cluster7
GCF_001445495_1_ASM144549v1_genomic',cluster5
GCF_001445515_1_ASM144551v1_genomic',cluster9
GCF_001445525_1_ASM144552v1_genomic',cluster7
GCF_001445535_1_ASM144553v1_genomic',cluster7
GCF_001455165_1_ASM145516v1_genomic',cluster2
GCF_001458155_1_S4_genomic',cluster2
GCF_001468445_1_ASM146844v1_genomic',cluster3
GCF_001468545_1_ASM146854v1_genomic',cluster3
GCF_001483905_1_ASM148390v1_genomic',cluster2
GCF_001544705_1_ASM154470v1_genomic',cluster5
GCF_001545015_1_ASM154501v1_genomic',cluster5
GCF_001566015_1_6540_5_20_genomic',cluster9
GCF_001573045_1_xdr3v01_genomic',cluster5
GCF_001580385_1_ASM158038v1_genomic',cluster2
GCF_001584745_1_ASM158474v1_genomic',cluster3
GCF_001593225_1_ASM159322v1_genomic',cluster9
GCF_001597645_2_ASM159764v2_genomic',cluster5
GCF_001640575_1_ASM164057v1_genomic',cluster9
GCF_001640605_1_ASM164060v1_genomic',cluster9
GCF_001640615_1_ASM164061v1_genomic',cluster3
GCF_001640645_1_ASM164064v1_genomic',cluster3
GCF_001640695_1_ASM164069v1_genomic',cluster3
GCF_001640705_1_ASM164070v1_genomic',cluster5
GCF_001645585_1_ASM164558v1_genomic',cluster5
GCF_001645625_1_ASM164562v1_genomic',cluster3
GCF_001663055_1_ASM166305v1_genomic',cluster3
GCF_001673125_1_ASM167312v1_genomic',cluster7
GCF_001673395_1_ASM167339v1_genomic',cluster5
GCF_001702435_1_ASM170243v1_genomic',cluster4
GCF_001708265_1_ASM170826v1_genomic',cluster4
GCF_001720305_1_ASM172030v1_genomic',cluster5
GCF_001720315_1_ASM172031v1_genomic',cluster5
GCF_001726085_1_ASM172608v1_genomic',cluster2
GCF_001750865_1_ASM175086v1_genomic',cluster4
GCF_001757405_1_ASM175740v1_genomic',cluster2
GCF_001757445_1_ASM175744v1_genomic',cluster1
GCF_001816205_1_ASM181620v1_genomic',cluster5
GCF_001835505_1_ASM183550v1_genomic',cluster9
GCF_001835515_1_ASM183551v1_genomic',cluster9
GCF_001835525_1_ASM183552v1_genomic',cluster9
GCF_001835535_1_ASM183553v1_genomic',cluster9
GCF_001839705_1_ASM183970v1_genomic',cluster1
GCF_001839715_1_ASM183971v1_genomic',cluster5
GCF_001839725_1_ASM183972v1_genomic',cluster5
GCF_001839735_1_ASM183973v1_genomic',cluster5
GCF_001839785_1_ASM183978v1_genomic',cluster5
GCF_001839805_1_ASM183980v1_genomic',cluster4
GCF_001839815_1_ASM183981v1_genomic',cluster5
GCF_001839845_1_ASM183984v1_genomic',cluster5
GCF_001839865_1_ASM183986v1_genomic',cluster5
GCF_001839885_1_ASM183988v1_genomic',cluster5
GCF_001839895_1_ASM183989v1_genomic',cluster5
GCF_001839905_1_ASM183990v1_genomic',cluster5
GCF_001839945_1_ASM183994v1_genomic',cluster5
GCF_001839965_1_ASM183996v1_genomic',cluster5
GCF_001839975_1_ASM183997v1_genomic',cluster5
GCF_001839985_1_ASM183998v1_genomic',cluster5
GCF_001840005_1_ASM184000v1_genomic',cluster5
GCF_001840045_1_ASM184004v1_genomic',cluster4
GCF_001840055_1_ASM184005v1_genomic',cluster5
GCF_001840065_1_ASM184006v1_genomic',cluster5
GCF_001840075_1_ASM184007v1_genomic',cluster5
GCF_001840125_1_ASM184012v1_genomic',cluster1
GCF_001840145_1_ASM184014v1_genomic',cluster1
GCF_001840155_1_ASM184015v1_genomic',cluster5
GCF_001840165_1_ASM184016v1_genomic',cluster5
GCF_001840205_1_ASM184020v1_genomic',cluster1
GCF_001840225_1_ASM184022v1_genomic',cluster5
GCF_001840235_1_ASM184023v1_genomic',cluster5
GCF_001840245_1_ASM184024v1_genomic',cluster1
GCF_001840285_1_ASM184028v1_genomic',cluster5
GCF_001840305_1_ASM184030v1_genomic',cluster1
GCF_001840315_1_ASM184031v1_genomic',cluster5
GCF_001840325_1_ASM184032v1_genomic',cluster5
GCF_001840365_1_ASM184036v1_genomic',cluster5
GCF_001840385_1_ASM184038v1_genomic',cluster5
GCF_001840395_1_ASM184039v1_genomic',cluster7
GCF_001840405_1_ASM184040v1_genomic',cluster5
GCF_001840435_1_ASM184043v1_genomic',cluster5
GCF_001840465_1_ASM184046v1_genomic',cluster1
GCF_001840475_1_ASM184047v1_genomic',cluster5
GCF_001840505_1_ASM184050v1_genomic',cluster5
GCF_001840515_1_ASM184051v1_genomic',cluster1
GCF_001840545_1_ASM184054v1_genomic',cluster5
GCF_001840555_1_ASM184055v1_genomic',cluster5
GCF_001840575_1_ASM184057v1_genomic',cluster1
GCF_001840595_1_ASM184059v1_genomic',cluster7
GCF_001840625_1_ASM184062v1_genomic',cluster1
GCF_001840645_1_ASM184064v1_genomic',cluster5
GCF_001840665_1_ASM184066v1_genomic',cluster7
GCF_001840675_1_ASM184067v1_genomic',cluster7
GCF_001840705_1_ASM184070v1_genomic',cluster5
GCF_001840725_1_ASM184072v1_genomic',cluster7
GCF_001840745_1_ASM184074v1_genomic',cluster5
GCF_001840755_1_ASM184075v1_genomic',cluster5
GCF_001840775_1_ASM184077v1_genomic',cluster5
GCF_001840805_1_ASM184080v1_genomic',cluster1
GCF_001840825_1_ASM184082v1_genomic',cluster5
GCF_001840835_1_ASM184083v1_genomic',cluster5
GCF_001840845_1_ASM184084v1_genomic',cluster1
GCF_001840885_1_ASM184088v1_genomic',cluster1
GCF_001840905_1_ASM184090v1_genomic',cluster5
GCF_001840925_1_ASM184092v1_genomic',cluster5
GCF_001840935_1_ASM184093v1_genomic',cluster4
GCF_001840945_1_ASM184094v1_genomic',cluster5
GCF_001840985_1_ASM184098v1_genomic',cluster5
GCF_001841005_1_ASM184100v1_genomic',cluster1
GCF_001841015_1_ASM184101v1_genomic',cluster7
GCF_001841045_1_ASM184104v1_genomic',cluster5
GCF_001841065_1_ASM184106v1_genomic',cluster5
GCF_001841075_1_ASM184107v1_genomic',cluster7
GCF_001841105_1_ASM184110v1_genomic',cluster5
GCF_001841115_1_ASM184111v1_genomic',cluster5
GCF_001841145_1_ASM184114v1_genomic',cluster5
GCF_001841165_1_ASM184116v1_genomic',cluster1
GCF_001841175_1_ASM184117v1_genomic',cluster4
GCF_001841195_1_ASM184119v1_genomic',cluster1
GCF_001841205_1_ASM184120v1_genomic',cluster4
GCF_001841245_1_ASM184124v1_genomic',cluster1
GCF_001841265_1_ASM184126v1_genomic',cluster5
GCF_001841275_1_ASM184127v1_genomic',cluster7
GCF_001841285_1_ASM184128v1_genomic',cluster1
GCF_001841325_1_ASM184132v1_genomic',cluster5
GCF_001841345_1_ASM184134v1_genomic',cluster5
GCF_001841355_1_ASM184135v1_genomic',cluster5
GCF_001841375_1_ASM184137v1_genomic',cluster5
GCF_001841395_1_ASM184139v1_genomic',cluster5
GCF_001841425_1_ASM184142v1_genomic',cluster1
GCF_001841445_1_ASM184144v1_genomic',cluster5
GCF_001841455_1_ASM184145v1_genomic',cluster5
GCF_001841475_1_ASM184147v1_genomic',cluster4
GCF_001841505_1_ASM184150v1_genomic',cluster1
GCF_001841525_1_ASM184152v1_genomic',cluster5
GCF_001841545_1_ASM184154v1_genomic',cluster5
GCF_001841565_1_ASM184156v1_genomic',cluster5
GCF_001841575_1_ASM184157v1_genomic',cluster7
GCF_001841605_1_ASM184160v1_genomic',cluster1
GCF_001841615_1_ASM184161v1_genomic',cluster1
GCF_001841645_1_ASM184164v1_genomic',cluster5
GCF_001841665_1_ASM184166v1_genomic',cluster5
GCF_001841685_1_ASM184168v1_genomic',cluster5
GCF_001841705_1_ASM184170v1_genomic',cluster5
GCF_001841715_1_ASM184171v1_genomic',cluster5
GCF_001841725_1_ASM184172v1_genomic',cluster5
GCF_001841765_1_ASM184176v1_genomic',cluster5
GCF_001841785_1_ASM184178v1_genomic',cluster5
GCF_001841805_1_ASM184180v1_genomic',cluster5
GCF_001841815_1_ASM184181v1_genomic',cluster1
GCF_001841845_1_ASM184184v1_genomic',cluster5
GCF_001841865_1_ASM184186v1_genomic',cluster1
GCF_001841885_1_ASM184188v1_genomic',cluster5
GCF_001841895_1_ASM184189v1_genomic',cluster1
GCF_001841905_1_ASM184190v1_genomic',cluster1
GCF_001841945_1_ASM184194v1_genomic',cluster1
GCF_001841965_1_ASM184196v1_genomic',cluster5
GCF_001841975_1_ASM184197v1_genomic',cluster5
GCF_001842005_1_ASM184200v1_genomic',cluster1
GCF_001842015_1_ASM184201v1_genomic',cluster1
GCF_001842045_1_ASM184204v1_genomic',cluster5
GCF_001842055_1_ASM184205v1_genomic',cluster5
GCF_001842085_1_ASM184208v1_genomic',cluster4
GCF_001842095_1_ASM184209v1_genomic',cluster5
GCF_001842105_1_ASM184210v1_genomic',cluster1
GCF_001842135_1_ASM184213v1_genomic',cluster1
GCF_001842165_1_ASM184216v1_genomic',cluster5
GCF_001842175_1_ASM184217v1_genomic',cluster1
GCF_001842195_1_ASM184219v1_genomic',cluster1
GCF_001842225_1_ASM184222v1_genomic',cluster5
GCF_001842245_1_ASM184224v1_genomic',cluster5
GCF_001842255_1_ASM184225v1_genomic',cluster4
GCF_001842265_1_ASM184226v1_genomic',cluster4
GCF_001842295_1_ASM184229v1_genomic',cluster4
GCF_001842325_1_ASM184232v1_genomic',cluster1
GCF_001842345_1_ASM184234v1_genomic',cluster5
GCF_001842355_1_ASM184235v1_genomic',cluster5
GCF_001842375_1_ASM184237v1_genomic',cluster1
GCF_001842405_1_ASM184240v1_genomic',cluster4
GCF_001842415_1_ASM184241v1_genomic',cluster1
GCF_001842445_1_ASM184244v1_genomic',cluster5
GCF_001842455_1_ASM184245v1_genomic',cluster5
GCF_001842485_1_ASM184248v1_genomic',cluster5
GCF_001842505_1_ASM184250v1_genomic',cluster5
GCF_001842515_1_ASM184251v1_genomic',cluster5
GCF_001842525_1_ASM184252v1_genomic',cluster4
GCF_001842565_1_ASM184256v1_genomic',cluster5
GCF_001842585_1_ASM184258v1_genomic',cluster5
GCF_001842595_1_ASM184259v1_genomic',cluster5
GCF_001842605_1_ASM184260v1_genomic',cluster4
GCF_001842615_1_ASM184261v1_genomic',cluster5
GCF_001842665_1_ASM184266v1_genomic',cluster5
GCF_001842675_1_ASM184267v1_genomic',cluster1
GCF_001842745_1_ASM184274v1_genomic',cluster4
GCF_001842765_1_ASM184276v1_genomic',cluster5
GCF_001842775_1_ASM184277v1_genomic',cluster1
GCF_001842785_1_ASM184278v1_genomic',cluster1
GCF_001842825_1_ASM184282v1_genomic',cluster5
GCF_001842845_1_ASM184284v1_genomic',cluster1
GCF_001842865_1_ASM184286v1_genomic',cluster1
GCF_001842875_1_ASM184287v1_genomic',cluster1
GCF_001842895_1_ASM184289v1_genomic',cluster4
GCF_001842915_1_ASM184291v1_genomic',cluster7
GCF_001842945_1_ASM184294v1_genomic',cluster5
GCF_001842955_1_ASM184295v1_genomic',cluster4
GCF_001842985_1_ASM184298v1_genomic',cluster5
GCF_001843005_1_ASM184300v1_genomic',cluster7
GCF_001843025_1_ASM184302v1_genomic',cluster4
GCF_001843045_1_ASM184304v1_genomic',cluster5
GCF_001843055_1_ASM184305v1_genomic',cluster1
GCF_001843085_1_ASM184308v1_genomic',cluster5
GCF_001843095_1_ASM184309v1_genomic',cluster5
GCF_001843105_1_ASM184310v1_genomic',cluster5
GCF_001843145_1_ASM184314v1_genomic',cluster5
GCF_001843165_1_ASM184316v1_genomic',cluster5
GCF_001843175_1_ASM184317v1_genomic',cluster5
GCF_001843185_1_ASM184318v1_genomic',cluster5
GCF_001843215_1_ASM184321v1_genomic',cluster5
GCF_001843245_1_ASM184324v1_genomic',cluster7
GCF_001843255_1_ASM184325v1_genomic',cluster5
GCF_001843275_1_ASM184327v1_genomic',cluster5
GCF_001843295_1_ASM184329v1_genomic',cluster5
GCF_001843325_1_ASM184332v1_genomic',cluster5
GCF_001843335_1_ASM184333v1_genomic',cluster1
GCF_001843355_1_ASM184335v1_genomic',cluster5
GCF_001843375_1_ASM184337v1_genomic',cluster5
GCF_001843405_1_ASM184340v1_genomic',cluster5
GCF_001843425_1_ASM184342v1_genomic',cluster1
GCF_001843435_1_ASM184343v1_genomic',cluster5
GCF_001843465_1_ASM184346v1_genomic',cluster1
GCF_001843475_1_ASM184347v1_genomic',cluster5
GCF_001843505_1_ASM184350v1_genomic',cluster4
GCF_001843515_1_ASM184351v1_genomic',cluster5
GCF_001843535_1_ASM184353v1_genomic',cluster5
GCF_001843565_1_ASM184356v1_genomic',cluster5
GCF_001843585_1_ASM184358v1_genomic',cluster1
GCF_001843605_1_ASM184360v1_genomic',cluster5
GCF_001843615_1_ASM184361v1_genomic',cluster5
GCF_001843645_1_ASM184364v1_genomic',cluster5
GCF_001843655_1_ASM184365v1_genomic',cluster5
GCF_001843685_1_ASM184368v1_genomic',cluster5
GCF_001843705_1_ASM184370v1_genomic',cluster5
GCF_001843725_1_ASM184372v1_genomic',cluster1
GCF_001843745_1_ASM184374v1_genomic',cluster5
GCF_001843765_1_ASM184376v1_genomic',cluster5
GCF_001843785_1_ASM184378v1_genomic',cluster5
GCF_001843805_1_ASM184380v1_genomic',cluster5
GCF_001843815_1_ASM184381v1_genomic',cluster5
GCF_001843845_1_ASM184384v1_genomic',cluster1
GCF_001843855_1_ASM184385v1_genomic',cluster5
GCF_001843885_1_ASM184388v1_genomic',cluster5
GCF_001843895_1_ASM184389v1_genomic',cluster5
GCF_001843925_1_ASM184392v1_genomic',cluster5
GCF_001843935_1_ASM184393v1_genomic',cluster5
GCF_001843965_1_ASM184396v1_genomic',cluster7
GCF_001843985_1_ASM184398v1_genomic',cluster1
GCF_001844005_1_ASM184400v1_genomic',cluster5
GCF_001844015_1_ASM184401v1_genomic',cluster1
GCF_001844045_1_ASM184404v1_genomic',cluster1
GCF_001844065_1_ASM184406v1_genomic',cluster5
GCF_001844085_1_ASM184408v1_genomic',cluster5
GCF_001844095_1_ASM184409v1_genomic',cluster5
GCF_001844105_1_ASM184410v1_genomic',cluster5
GCF_001844145_1_ASM184414v1_genomic',cluster1
GCF_001844165_1_ASM184416v1_genomic',cluster1
GCF_001844175_1_ASM184417v1_genomic',cluster5
GCF_001844195_1_ASM184419v1_genomic',cluster5
GCF_001844215_1_ASM184421v1_genomic',cluster1
GCF_001844245_1_ASM184424v1_genomic',cluster5
GCF_001844265_1_ASM184426v1_genomic',cluster5
GCF_001844275_1_ASM184427v1_genomic',cluster5
GCF_001844295_1_ASM184429v1_genomic',cluster5
GCF_001844325_1_ASM184432v1_genomic',cluster5
GCF_001844345_1_ASM184434v1_genomic',cluster1
GCF_001844355_1_ASM184435v1_genomic',cluster5
GCF_001844385_1_ASM184438v1_genomic',cluster5
GCF_001844395_1_ASM184439v1_genomic',cluster5
GCF_001844425_1_ASM184442v1_genomic',cluster7
GCF_001844435_1_ASM184443v1_genomic',cluster5
GCF_001844465_1_ASM184446v1_genomic',cluster5
GCF_001844475_1_ASM184447v1_genomic',cluster5
GCF_001844505_1_ASM184450v1_genomic',cluster4
GCF_001844525_1_ASM184452v1_genomic',cluster1
GCF_001844535_1_ASM184453v1_genomic',cluster5
GCF_001844545_1_ASM184454v1_genomic',cluster1
GCF_001844585_1_ASM184458v1_genomic',cluster5
GCF_001844605_1_ASM184460v1_genomic',cluster5
GCF_001844615_1_ASM184461v1_genomic',cluster7
GCF_001844625_1_ASM184462v1_genomic',cluster1
GCF_001844655_1_ASM184465v1_genomic',cluster5
GCF_001844685_1_ASM184468v1_genomic',cluster5
GCF_001844695_1_ASM184469v1_genomic',cluster5
GCF_001844725_1_ASM184472v1_genomic',cluster5
GCF_001844735_1_ASM184473v1_genomic',cluster5
GCF_001844765_1_ASM184476v1_genomic',cluster5
GCF_001844775_1_ASM184477v1_genomic',cluster4
GCF_001844805_1_ASM184480v1_genomic',cluster5
GCF_001844825_1_ASM184482v1_genomic',cluster5
GCF_001844845_1_ASM184484v1_genomic',cluster7
GCF_001844855_1_ASM184485v1_genomic',cluster5
GCF_001844875_1_ASM184487v1_genomic',cluster7
GCF_001844905_1_ASM184490v1_genomic',cluster4
GCF_001844925_1_ASM184492v1_genomic',cluster5
GCF_001844945_1_ASM184494v1_genomic',cluster5
GCF_001844955_1_ASM184495v1_genomic',cluster1
GCF_001844985_1_ASM184498v1_genomic',cluster1
GCF_001844995_1_ASM184499v1_genomic',cluster5
GCF_001845005_1_ASM184500v1_genomic',cluster5
GCF_001845045_1_ASM184504v1_genomic',cluster5
GCF_001845065_1_ASM184506v1_genomic',cluster1
GCF_001845075_1_ASM184507v1_genomic',cluster7
GCF_001845085_1_ASM184508v1_genomic',cluster4
GCF_001845105_1_ASM184510v1_genomic',cluster5
GCF_001845145_1_ASM184514v1_genomic',cluster5
GCF_001845165_1_ASM184516v1_genomic',cluster5
GCF_001845175_1_ASM184517v1_genomic',cluster5
GCF_001845185_1_ASM184518v1_genomic',cluster1
GCF_001845225_1_ASM184522v1_genomic',cluster5
GCF_001845245_1_ASM184524v1_genomic',cluster5
GCF_001845265_1_ASM184526v1_genomic',cluster5
GCF_001845275_1_ASM184527v1_genomic',cluster5
GCF_001845305_1_ASM184530v1_genomic',cluster5
GCF_001845325_1_ASM184532v1_genomic',cluster1
GCF_001845335_1_ASM184533v1_genomic',cluster4
GCF_001845345_1_ASM184534v1_genomic',cluster5
GCF_001845375_1_ASM184537v1_genomic',cluster5
GCF_001845405_1_ASM184540v1_genomic',cluster5
GCF_001845415_1_ASM184541v1_genomic',cluster7
GCF_001845435_1_ASM184543v1_genomic',cluster7
GCF_001845455_1_ASM184545v1_genomic',cluster7
GCF_001845485_1_ASM184548v1_genomic',cluster5
GCF_001845495_1_ASM184549v1_genomic',cluster5
GCF_001845515_1_ASM184551v1_genomic',cluster1
GCF_001845545_1_ASM184554v1_genomic',cluster1
GCF_001845565_1_ASM184556v1_genomic',cluster5
GCF_001845585_1_ASM184558v1_genomic',cluster5
GCF_001845595_1_ASM184559v1_genomic',cluster7
GCF_001845625_1_ASM184562v1_genomic',cluster5
GCF_001845635_1_ASM184563v1_genomic',cluster5
GCF_001845665_1_ASM184566v1_genomic',cluster5
GCF_001845675_1_ASM184567v1_genomic',cluster7
GCF_001845705_1_ASM184570v1_genomic',cluster5
GCF_001845715_1_ASM184571v1_genomic',cluster5
GCF_001845745_1_ASM184574v1_genomic',cluster5
GCF_001845755_1_ASM184575v1_genomic',cluster5
GCF_001845785_1_ASM184578v1_genomic',cluster5
GCF_001845795_1_ASM184579v1_genomic',cluster5
GCF_001845825_1_ASM184582v1_genomic',cluster5
GCF_001845835_1_ASM184583v1_genomic',cluster5
GCF_001845865_1_ASM184586v1_genomic',cluster5
GCF_001845875_1_ASM184587v1_genomic',cluster5
GCF_001845895_1_ASM184589v1_genomic',cluster1
GCF_001845925_1_ASM184592v1_genomic',cluster1
GCF_001845945_1_ASM184594v1_genomic',cluster4
GCF_001845965_1_ASM184596v1_genomic',cluster5
GCF_001845975_1_ASM184597v1_genomic',cluster7
GCF_001846005_1_ASM184600v1_genomic',cluster5
GCF_001846015_1_ASM184601v1_genomic',cluster4
GCF_001846035_1_ASM184603v1_genomic',cluster5
GCF_001846065_1_ASM184606v1_genomic',cluster5
GCF_001846075_1_ASM184607v1_genomic',cluster4
GCF_001846095_1_ASM184609v1_genomic',cluster5
GCF_001846115_1_ASM184611v1_genomic',cluster5
GCF_001846145_1_ASM184614v1_genomic',cluster4
GCF_001846155_1_ASM184615v1_genomic',cluster5
GCF_001846185_1_ASM184618v1_genomic',cluster5
GCF_001846195_1_ASM184619v1_genomic',cluster5
GCF_001846225_1_ASM184622v1_genomic',cluster5
GCF_001846235_1_ASM184623v1_genomic',cluster5
GCF_001846265_1_ASM184626v1_genomic',cluster4
GCF_001846275_1_ASM184627v1_genomic',cluster4
GCF_001846305_1_ASM184630v1_genomic',cluster5
GCF_001846315_1_ASM184631v1_genomic',cluster5
GCF_001846345_1_ASM184634v1_genomic',cluster7
GCF_001846355_1_ASM184635v1_genomic',cluster5
GCF_001846385_1_ASM184638v1_genomic',cluster1
GCF_001846395_1_ASM184639v1_genomic',cluster1
GCF_001846425_1_ASM184642v1_genomic',cluster1
GCF_001846435_1_ASM184643v1_genomic',cluster1
GCF_001846465_1_ASM184646v1_genomic',cluster1
GCF_001846485_1_ASM184648v1_genomic',cluster5
GCF_001846495_1_ASM184649v1_genomic',cluster5
GCF_001846505_1_ASM184650v1_genomic',cluster5
GCF_001846545_1_ASM184654v1_genomic',cluster1
GCF_001846555_1_ASM184655v1_genomic',cluster5
GCF_001846575_1_ASM184657v1_genomic',cluster1
GCF_001846595_1_ASM184659v1_genomic',cluster5
GCF_001846625_1_ASM184662v1_genomic',cluster5
GCF_001846635_1_ASM184663v1_genomic',cluster5
GCF_001846645_1_ASM184664v1_genomic',cluster5
GCF_001846685_1_ASM184668v1_genomic',cluster7
